node,implementationID,data,time,towerID
5,2,257.576,"2011-11-13 09:23:25",2
5,3,0.6727,"2011-11-13 09:23:25",2
6,2,106.061,"2011-11-13 09:23:25",3
6,3,0.7097,"2011-11-13 09:23:25",3
6,4,0.7237,"2011-11-13 09:23:25",3
2,0,5.0498,"2011-11-13 10:23:25",2
2,6,12.2278,"2011-11-13 10:23:25",2
2,5,-0.16,"2011-11-13 10:23:25",2
2,1,188136,"2011-11-13 10:23:25",2
3,6,12.4455,"2011-11-13 10:23:25",3
3,5,0.06,"2011-11-13 10:23:25",3
3,1,197076,"2011-11-13 10:23:25",3
3,0,2.73115,"2011-11-13 10:23:25",3
4,3,0.6937,"2011-11-13 10:23:25",1
4,4,0.7062,"2011-11-13 10:23:25",1
4,2,12378.8,"2011-11-13 10:23:25",1
5,3,0.6497,"2011-11-13 10:23:25",2
5,4,0.6782,"2011-11-13 10:23:25",2
5,2,35863.6,"2011-11-13 10:23:25",2
6,2,58287.9,"2011-11-13 10:23:25",3
6,3,0.7182,"2011-11-13 10:23:25",3
6,4,0.7052,"2011-11-13 10:23:25",3
4,3,0.6892,"2011-11-13 10:53:26",1
4,4,0.7122,"2011-11-13 10:53:26",1
4,2,77378.8,"2011-11-13 10:53:26",1
2,1,214197,"2011-11-13 11:23:32",2
2,0,4.38584,"2011-11-13 11:23:32",2
2,6,12.8976,"2011-11-13 11:23:32",2
2,5,6.78,"2011-11-13 11:23:32",2
3,6,14.1698,"2011-11-13 11:23:32",3
3,5,10.35,"2011-11-13 11:23:32",3
3,1,219955,"2011-11-13 11:23:32",3
3,0,2.44992,"2011-11-13 11:23:32",3
5,3,0.6702,"2011-11-13 11:23:32",2
5,4,0.6797,"2011-11-13 11:23:32",2
5,2,179955,"2011-11-13 11:23:32",2
6,4,0.7157,"2011-11-13 11:23:32",3
6,2,201015,"2011-11-13 11:23:32",3
6,3,0.7067,"2011-11-13 11:23:32",3
4,3,0.6912,"2011-11-13 11:53:28",1
4,2,128136,"2011-11-13 11:53:28",1
4,4,0.7027,"2011-11-13 11:53:28",1
5,3,0.6607,"2011-11-13 11:53:28",2
5,2,200106,"2011-11-13 11:53:28",2
5,4,0.6802,"2011-11-13 11:53:28",2
2,5,10.74,"2011-11-13 12:23:31",2
2,1,216318,"2011-11-13 12:23:31",2
2,0,4.32347,"2011-11-13 12:23:31",2
2,6,13.1253,"2011-11-13 12:23:31",2
3,0,1.85018,"2011-11-13 12:23:31",3
3,6,14.4451,"2011-11-13 12:23:31",3
3,5,16.67,"2011-11-13 12:23:31",3
3,1,219955,"2011-11-13 12:23:31",3
6,3,0.7152,"2011-11-13 12:23:31",3
6,4,0.7502,"2011-11-13 12:23:31",3
6,2,211621,"2011-11-13 12:23:31",3
4,2,150561,"2011-11-13 12:53:26",1
4,3,0.6787,"2011-11-13 12:53:26",1
4,4,0.7022,"2011-11-13 12:53:26",1
5,2,201470,"2011-11-13 12:53:26",2
5,4,0.6782,"2011-11-13 12:53:26",2
5,3,0.6587,"2011-11-13 12:53:26",2
3,0,1.07003,"2011-11-13 13:23:31",3
3,6,14.3871,"2011-11-13 13:23:31",3
3,5,24.95,"2011-11-13 13:23:31",3
3,1,219348,"2011-11-13 13:23:31",3
6,3,0.7217,"2011-11-13 13:23:31",3
6,4,0.7432,"2011-11-13 13:23:31",3
6,2,216318,"2011-11-13 13:23:31",3
4,4,0.6997,"2011-11-13 13:53:26",1
4,2,186318,"2011-11-13 13:53:26",1
4,3,0.6867,"2011-11-13 13:53:26",1
5,3,0.6712,"2011-11-13 13:53:26",2
5,4,0.6887,"2011-11-13 13:53:26",2
5,2,206773,"2011-11-13 13:53:26",2
2,5,21.89,"2011-11-13 13:53:28",2
2,1,218439,"2011-11-13 13:53:28",2
2,0,2.76501,"2011-11-13 13:53:28",2
2,6,13.7415,"2011-11-13 13:53:28",2
3,1,218288,"2011-11-13 14:23:31",3
3,0,1.73049,"2011-11-13 14:23:31",3
3,6,14.1191,"2011-11-13 14:23:31",3
3,5,23.12,"2011-11-13 14:23:31",3
6,3,0.7082,"2011-11-13 14:23:31",3
6,2,211924,"2011-11-13 14:23:31",3
6,4,0.7387,"2011-11-13 14:23:31",3
4,3,0.6897,"2011-11-13 14:53:26",1
4,4,0.7107,"2011-11-13 14:53:26",1
4,2,207379,"2011-11-13 14:53:26",1
5,2,206318,"2011-11-13 14:53:26",2
5,3,0.6567,"2011-11-13 14:53:26",2
5,4,0.6797,"2011-11-13 14:53:26",2
2,5,28.94,"2011-11-13 14:53:28",2
2,1,216470,"2011-11-13 14:53:28",2
2,0,1.97539,"2011-11-13 14:53:28",2
2,6,14.1299,"2011-11-13 14:53:28",2
2,6,14.3241,"2011-11-13 15:23:33",2
2,5,31.56,"2011-11-13 15:23:33",2
2,1,217682,"2011-11-13 15:23:33",2
2,0,1.4337,"2011-11-13 15:23:33",2
3,5,25.17,"2011-11-13 15:23:33",3
3,1,218591,"2011-11-13 15:23:33",3
3,0,1.55064,"2011-11-13 15:23:33",3
3,6,14.4016,"2011-11-13 15:23:33",3
6,2,214045,"2011-11-13 15:23:33",3
6,3,0.6972,"2011-11-13 15:23:33",3
6,4,0.7427,"2011-11-13 15:23:33",3
4,3,0.6797,"2011-11-13 15:53:31",1
4,4,0.7172,"2011-11-13 15:53:31",1
4,2,190864,"2011-11-13 15:53:31",1
5,2,209045,"2011-11-13 15:53:31",2
5,3,0.6587,"2011-11-13 15:53:31",2
5,4,0.6762,"2011-11-13 15:53:31",2
2,6,14.3174,"2011-11-13 16:23:34",2
2,5,33.67,"2011-11-13 16:23:34",2
2,1,216015,"2011-11-13 16:23:34",2
2,0,1.05939,"2011-11-13 16:23:34",2
3,5,29.89,"2011-11-13 16:23:34",3
3,1,216167,"2011-11-13 16:23:34",3
3,0,0.802693,"2011-11-13 16:23:34",3
3,6,14.4958,"2011-11-13 16:23:34",3
6,3,0.7117,"2011-11-13 16:23:34",3
6,4,0.6867,"2011-11-13 16:23:34",3
6,2,207530,"2011-11-13 16:23:34",3
4,2,197530,"2011-11-13 16:53:33",1
4,3,0.6757,"2011-11-13 16:53:33",1
4,4,0.7182,"2011-11-13 16:53:33",1
5,2,190712,"2011-11-13 16:53:33",2
5,3,0.6462,"2011-11-13 16:53:33",2
5,4,0.6692,"2011-11-13 16:53:33",2
2,6,13.9424,"2011-11-13 17:23:35",2
2,5,31.93,"2011-11-13 17:23:35",2
2,1,214803,"2011-11-13 17:23:35",2
2,0,1.19663,"2011-11-13 17:23:35",2
3,5,31.14,"2011-11-13 17:23:35",3
3,1,211167,"2011-11-13 17:23:35",3
3,0,0.956715,"2011-11-13 17:23:35",3
3,6,14.4306,"2011-11-13 17:23:35",3
6,2,209803,"2011-11-13 17:23:35",3
6,4,0.7087,"2011-11-13 17:23:35",3
6,3,0.7182,"2011-11-13 17:23:35",3
4,2,149955,"2011-11-13 17:53:32",1
4,3,0.6802,"2011-11-13 17:53:32",1
4,4,0.7122,"2011-11-13 17:53:32",1
5,3,0.6682,"2011-11-13 17:53:32",2
5,2,207227,"2011-11-13 17:53:32",2
5,4,0.6847,"2011-11-13 17:53:32",2
2,0,1.57773,"2011-11-13 18:23:36",2
2,6,13.4066,"2011-11-13 18:23:36",2
2,5,26.97,"2011-11-13 18:23:36",2
2,1,211621,"2011-11-13 18:23:36",2
3,6,14.6479,"2011-11-13 18:23:36",3
3,5,26.73,"2011-11-13 18:23:36",3
3,1,208742,"2011-11-13 18:23:36",3
3,0,0.475862,"2011-11-13 18:23:36",3
6,2,201318,"2011-11-13 18:23:36",3
6,3,0.7032,"2011-11-13 18:23:36",3
6,4,0.7077,"2011-11-13 18:23:36",3
4,3,0.6842,"2011-11-13 18:53:32",1
4,4,0.7057,"2011-11-13 18:53:32",1
4,2,103439,"2011-11-13 18:53:32",1
5,3,0.6537,"2011-11-13 18:53:32",2
5,4,0.6862,"2011-11-13 18:53:32",2
5,2,115409,"2011-11-13 18:53:32",2
2,0,3.9723,"2011-11-13 19:23:36",2
2,6,13.0382,"2011-11-13 19:23:36",2
2,5,13.78,"2011-11-13 19:23:36",2
2,1,191318,"2011-11-13 19:23:36",2
3,6,13.6336,"2011-11-13 19:23:36",3
3,5,15.86,"2011-11-13 19:23:36",3
3,1,197530,"2011-11-13 19:23:36",3
3,0,2.0608,"2011-11-13 19:23:36",3
6,2,115258,"2011-11-13 19:23:36",3
6,3,0.7197,"2011-11-13 19:23:36",3
6,4,0.6807,"2011-11-13 19:23:36",3
4,4,0.6952,"2011-11-13 19:53:32",1
4,3,0.6927,"2011-11-13 19:53:32",1
4,2,11318.2,"2011-11-13 19:53:32",1
5,3,0.6622,"2011-11-13 19:53:32",2
5,4,0.6902,"2011-11-13 19:53:32",2
5,2,9348.48,"2011-11-13 19:53:32",2
2,1,1469.7,"2011-11-13 20:23:36",2
2,0,4.9695,"2011-11-13 20:23:36",2
2,6,12.7636,"2011-11-13 20:23:36",2
2,5,2.52,"2011-11-13 20:23:36",2
3,6,12.7715,"2011-11-13 20:23:36",3
3,5,2.79,"2011-11-13 20:23:36",3
3,1,3287.88,"2011-11-13 20:23:36",3
3,0,3.14404,"2011-11-13 20:23:36",3
6,4,0.6877,"2011-11-13 20:23:36",3
6,2,3893.94,"2011-11-13 20:23:36",3
6,3,0.7102,"2011-11-13 20:23:36",3
4,3,0.6852,"2011-11-13 20:53:32",1
4,2,106.061,"2011-11-13 20:53:32",1
4,4,0.7117,"2011-11-13 20:53:32",1
5,3,0.6567,"2011-11-13 20:53:32",2
5,2,106.061,"2011-11-13 20:53:32",2
5,4,0.6757,"2011-11-13 20:53:32",2
2,5,-0.58,"2011-11-13 21:23:36",2
2,1,257.576,"2011-11-13 21:23:36",2
2,0,5.14549,"2011-11-13 21:23:36",2
2,6,12.6631,"2011-11-13 21:23:36",2
3,0,3.26588,"2011-11-13 21:23:36",3
3,6,12.6338,"2011-11-13 21:23:36",3
3,5,-0.22,"2011-11-13 21:23:36",3
3,1,712.121,"2011-11-13 21:23:36",3
6,3,0.7197,"2011-11-13 21:23:36",3
6,4,0.7152,"2011-11-13 21:23:36",3
6,2,257.576,"2011-11-13 21:23:36",3
4,2,106.061,"2011-11-13 21:53:32",1
4,3,0.6972,"2011-11-13 21:53:32",1
4,4,0.7087,"2011-11-13 21:53:32",1
5,2,257.576,"2011-11-13 21:53:32",2
5,3,0.6717,"2011-11-13 21:53:32",2
5,4,0.6802,"2011-11-13 21:53:32",2
2,5,-2.22,"2011-11-13 22:23:36",2
2,1,712.121,"2011-11-13 22:23:36",2
2,0,5.06448,"2011-11-13 22:23:36",2
2,6,12.623,"2011-11-13 22:23:36",2
3,0,3.42531,"2011-11-13 22:23:36",3
3,6,12.5397,"2011-11-13 22:23:36",3
3,5,-1.97,"2011-11-13 22:23:36",3
3,1,106.061,"2011-11-13 22:23:36",3
6,4,0.6867,"2011-11-13 22:23:36",3
6,3,0.7122,"2011-11-13 22:23:36",3
6,2,1166.67,"2011-11-13 22:23:36",3
4,4,0.7177,"2011-11-13 22:53:32",1
4,2,106.061,"2011-11-13 22:53:32",1
4,3,0.6877,"2011-11-13 22:53:32",1
5,3,0.6527,"2011-11-13 22:53:32",2
5,4,0.6712,"2011-11-13 22:53:32",2
5,2,1015.15,"2011-11-13 22:53:32",2
2,5,-3.41,"2011-11-13 23:23:36",2
2,1,106.061,"2011-11-13 23:23:36",2
2,0,5.34146,"2011-11-13 23:23:36",2
2,6,12.5761,"2011-11-13 23:23:36",2
3,1,1469.7,"2011-11-13 23:23:36",3
3,0,3.44001,"2011-11-13 23:23:36",3
3,6,12.4817,"2011-11-13 23:23:36",3
3,5,-3.52,"2011-11-13 23:23:36",3
6,3,0.7122,"2011-11-13 23:23:36",3
6,2,560.606,"2011-11-13 23:23:36",3
6,4,0.7162,"2011-11-13 23:23:36",3
4,3,0.6817,"2011-11-13 23:53:32",1
4,4,0.7007,"2011-11-13 23:53:32",1
4,2,106.061,"2011-11-13 23:53:32",1
5,2,560.606,"2011-11-13 23:53:32",2
5,3,0.6747,"2011-11-13 23:53:32",2
5,4,0.6852,"2011-11-13 23:53:32",2
2,6,12.5292,"2011-11-14 00:23:36",2
2,5,-3.54,"2011-11-14 00:23:36",2
2,1,712.121,"2011-11-14 00:23:36",2
2,0,4.79198,"2011-11-14 00:23:36",2
3,5,-3.54,"2011-11-14 00:23:36",3
3,1,106.061,"2011-11-14 00:23:36",3
3,0,3.32843,"2011-11-14 00:23:36",3
3,6,12.46,"2011-11-14 00:23:36",3
6,2,863.636,"2011-11-14 00:23:36",3
6,3,0.7017,"2011-11-14 00:23:36",3
6,4,0.7062,"2011-11-14 00:23:36",3
4,3,0.6817,"2011-11-14 00:53:32",1
4,4,0.7137,"2011-11-14 00:53:32",1
4,2,106.061,"2011-11-14 00:53:32",1
5,2,560.606,"2011-11-14 00:53:32",2
5,3,0.6717,"2011-11-14 00:53:32",2
5,4,0.6752,"2011-11-14 00:53:32",2
2,6,12.5627,"2011-11-14 01:23:36",2
2,5,-3.48,"2011-11-14 01:23:36",2
2,1,106.061,"2011-11-14 01:23:36",2
2,0,5.15306,"2011-11-14 01:23:36",2
3,5,-3.46,"2011-11-14 01:23:36",3
3,1,106.061,"2011-11-14 01:23:36",3
3,0,3.74611,"2011-11-14 01:23:36",3
3,6,12.4455,"2011-11-14 01:23:36",3
6,3,0.7057,"2011-11-14 01:23:36",3
6,4,0.7057,"2011-11-14 01:23:36",3
6,2,863.636,"2011-11-14 01:23:36",3
4,2,106.061,"2011-11-14 01:53:32",1
4,3,0.6882,"2011-11-14 01:53:32",1
4,4,0.7187,"2011-11-14 01:53:32",1
5,2,712.121,"2011-11-14 01:53:32",2
5,3,0.6802,"2011-11-14 01:53:32",2
5,4,0.6697,"2011-11-14 01:53:32",2
2,6,12.4823,"2011-11-14 02:23:36",2
2,5,-3.6,"2011-11-14 02:23:36",2
2,1,106.061,"2011-11-14 02:23:36",2
2,0,4.8017,"2011-11-14 02:23:36",2
3,5,-3.4,"2011-11-14 02:23:36",3
3,1,106.061,"2011-11-14 02:23:36",3
3,0,3.24887,"2011-11-14 02:23:36",3
3,6,12.4165,"2011-11-14 02:23:36",3
6,2,257.576,"2011-11-14 02:23:36",3
6,3,0.7157,"2011-11-14 02:23:36",3
6,4,0.6967,"2011-11-14 02:23:36",3
4,2,106.061,"2011-11-14 02:53:32",1
4,3,0.6822,"2011-11-14 02:53:32",1
4,4,0.7027,"2011-11-14 02:53:32",1
5,4,0.6847,"2011-11-14 02:53:32",2
5,2,106.061,"2011-11-14 02:53:32",2
5,3,0.6587,"2011-11-14 02:53:32",2
2,0,4.59199,"2011-11-14 03:23:36",2
2,6,12.4756,"2011-11-14 03:23:36",2
2,5,-3.01,"2011-11-14 03:23:36",2
2,1,409.091,"2011-11-14 03:23:36",2
3,6,12.402,"2011-11-14 03:23:36",3
3,5,-3.08,"2011-11-14 03:23:36",3
3,1,560.606,"2011-11-14 03:23:36",3
3,0,3.71495,"2011-11-14 03:23:36",3
6,2,863.636,"2011-11-14 03:23:36",3
6,3,0.7002,"2011-11-14 03:23:36",3
6,4,0.6827,"2011-11-14 03:23:36",3
4,4,0.7122,"2011-11-14 03:53:32",1
4,2,106.061,"2011-11-14 03:53:32",1
4,3,0.6902,"2011-11-14 03:53:32",1
5,3,0.6652,"2011-11-14 03:53:32",2
5,4,0.6877,"2011-11-14 03:53:32",2
5,2,712.121,"2011-11-14 03:53:32",2
2,0,5.09182,"2011-11-14 04:23:36",2
2,6,12.4823,"2011-11-14 04:23:36",2
2,5,-1.32,"2011-11-14 04:23:36",2
2,1,1621.21,"2011-11-14 04:23:36",2
3,6,12.4237,"2011-11-14 04:23:36",3
3,5,-1.7,"2011-11-14 04:23:36",3
3,1,409.091,"2011-11-14 04:23:36",3
3,0,3.9585,"2011-11-14 04:23:36",3
6,2,1469.7,"2011-11-14 04:23:36",3
6,3,0.6982,"2011-11-14 04:23:36",3
6,4,0.6907,"2011-11-14 04:23:36",3
4,3,0.6882,"2011-11-14 04:53:32",1
4,4,0.7152,"2011-11-14 04:53:32",1
4,2,106.061,"2011-11-14 04:53:32",1
5,4,0.6787,"2011-11-14 04:53:32",2
5,3,0.6732,"2011-11-14 04:53:32",2
5,2,257.576,"2011-11-14 04:53:32",2
2,1,863.636,"2011-11-14 05:23:36",2
2,0,4.84462,"2011-11-14 05:23:36",2
2,6,12.5962,"2011-11-14 05:23:36",2
2,5,4.78,"2011-11-14 05:23:36",2
3,6,12.6049,"2011-11-14 05:23:36",3
3,5,5.42,"2011-11-14 05:23:36",3
3,1,863.636,"2011-11-14 05:23:36",3
3,0,3.23274,"2011-11-14 05:23:36",3
6,4,0.6762,"2011-11-14 05:23:36",3
6,2,106.061,"2011-11-14 05:23:36",3
6,3,0.7057,"2011-11-14 05:23:36",3
4,3,0.6862,"2011-11-14 05:53:32",1
4,2,106.061,"2011-11-14 05:53:32",1
4,4,0.7002,"2011-11-14 05:53:32",1
5,3,0.6472,"2011-11-14 05:53:32",2
5,4,0.6892,"2011-11-14 05:53:32",2
5,2,106.061,"2011-11-14 05:53:32",2
2,5,4.55,"2011-11-14 06:23:36",2
2,1,1015.15,"2011-11-14 06:23:36",2
2,0,4.5334,"2011-11-14 06:23:36",2
2,6,12.6163,"2011-11-14 06:23:36",2
3,0,3.20982,"2011-11-14 06:23:36",3
3,6,12.5904,"2011-11-14 06:23:36",3
3,5,5,"2011-11-14 06:23:36",3
3,1,106.061,"2011-11-14 06:23:36",3
6,3,0.7037,"2011-11-14 06:23:36",3
6,4,0.6707,"2011-11-14 06:23:36",3
6,2,106.061,"2011-11-14 06:23:36",3
4,2,106.061,"2011-11-14 06:53:32",1
4,3,0.6862,"2011-11-14 06:53:32",1
4,4,0.7132,"2011-11-14 06:53:32",1
5,3,0.6597,"2011-11-14 06:53:32",2
5,2,1015.15,"2011-11-14 06:53:32",2
5,4,0.6712,"2011-11-14 06:53:32",2
2,5,4.06,"2011-11-14 07:23:36",2
2,1,257.576,"2011-11-14 07:23:36",2
2,0,4.78423,"2011-11-14 07:23:36",2
2,6,12.556,"2011-11-14 07:23:36",2
3,0,3.18079,"2011-11-14 07:23:36",3
3,6,12.5614,"2011-11-14 07:23:36",3
3,5,4.81,"2011-11-14 07:23:36",3
3,1,106.061,"2011-11-14 07:23:36",3
6,3,0.7202,"2011-11-14 07:23:36",3
6,4,0.7032,"2011-11-14 07:23:36",3
6,2,1015.15,"2011-11-14 07:23:36",3
4,2,106.061,"2011-11-14 07:53:32",1
4,3,0.6902,"2011-11-14 07:53:32",1
4,4,0.7037,"2011-11-14 07:53:32",1
5,3,0.6687,"2011-11-14 07:53:32",2
5,4,0.6722,"2011-11-14 07:53:32",2
5,2,409.091,"2011-11-14 07:53:32",2
2,5,3.58,"2011-11-14 08:23:36",2
2,1,106.061,"2011-11-14 08:23:36",2
2,0,4.7732,"2011-11-14 08:23:36",2
2,6,12.5493,"2011-11-14 08:23:36",2
3,1,560.606,"2011-11-14 08:23:36",3
3,0,3.31137,"2011-11-14 08:23:36",3
3,6,12.5614,"2011-11-14 08:23:36",3
3,5,4.34,"2011-11-14 08:23:36",3
6,3,0.7122,"2011-11-14 08:23:36",3
6,4,0.7082,"2011-11-14 08:23:36",3
6,2,106.061,"2011-11-14 08:23:36",3
4,3,0.6842,"2011-11-14 08:53:32",1
4,4,0.7022,"2011-11-14 08:53:32",1
4,2,106.061,"2011-11-14 08:53:32",1
5,2,863.636,"2011-11-14 08:53:32",2
5,3,0.6667,"2011-11-14 08:53:32",2
5,4,0.6727,"2011-11-14 08:53:32",2
2,6,12.4689,"2011-11-14 09:23:36",2
2,5,1.02,"2011-11-14 09:23:36",2
2,1,106.061,"2011-11-14 09:23:36",2
2,0,4.74678,"2011-11-14 09:23:36",2
3,5,1.28,"2011-11-14 09:23:36",3
3,1,712.121,"2011-11-14 09:23:36",3
3,0,3.72588,"2011-11-14 09:23:36",3
3,6,12.4455,"2011-11-14 09:23:36",3
6,4,0.7052,"2011-11-14 09:23:36",3
6,2,257.576,"2011-11-14 09:23:36",3
6,3,0.6987,"2011-11-14 09:23:36",3
4,3,0.6972,"2011-11-14 09:53:32",1
4,4,0.7127,"2011-11-14 09:53:32",1
4,2,3742.42,"2011-11-14 09:53:32",1
5,2,6318.18,"2011-11-14 09:53:32",2
5,4,0.6907,"2011-11-14 09:53:32",2
5,3,0.6612,"2011-11-14 09:53:32",2
2,6,12.4287,"2011-11-14 10:23:36",2
2,5,-0.42,"2011-11-14 10:23:36",2
2,1,96924.2,"2011-11-14 10:23:36",2
2,0,4.6897,"2011-11-14 10:23:36",2
3,5,-0.84,"2011-11-14 10:23:36",3
3,1,107682,"2011-11-14 10:23:36",3
3,0,3.33421,"2011-11-14 10:23:36",3
3,6,12.402,"2011-11-14 10:23:36",3
6,3,0.7152,"2011-11-14 10:23:36",3
6,4,0.7307,"2011-11-14 10:23:36",3
6,2,15106.1,"2011-11-14 10:23:36",3
4,2,81015.1,"2011-11-14 10:53:32",1
4,3,0.6837,"2011-11-14 10:53:32",1
4,4,0.7112,"2011-11-14 10:53:32",1
5,2,122833,"2011-11-14 10:53:32",2
5,3,0.6567,"2011-11-14 10:53:32",2
5,4,0.6697,"2011-11-14 10:53:32",2
2,6,14.6992,"2011-11-14 11:23:36",2
2,5,9.48,"2011-11-14 11:23:36",2
2,1,212682,"2011-11-14 11:23:36",2
2,0,3.35051,"2011-11-14 11:23:36",2
3,5,13.54,"2011-11-14 11:23:36",3
3,1,214803,"2011-11-14 11:23:36",3
3,0,1.75869,"2011-11-14 11:23:36",3
3,6,13.9887,"2011-11-14 11:23:36",3
6,2,112833,"2011-11-14 11:23:36",3
6,3,0.7077,"2011-11-14 11:23:36",3
6,4,0.7097,"2011-11-14 11:23:36",3
4,2,167985,"2011-11-14 11:53:32",1
4,4,0.7007,"2011-11-14 11:53:32",1
4,3,0.6947,"2011-11-14 11:53:32",1
5,4,0.6752,"2011-11-14 11:53:32",2
5,2,172833,"2011-11-14 11:53:32",2
5,3,0.6532,"2011-11-14 11:53:32",2
2,0,3.54786,"2011-11-14 12:23:36",2
2,6,14.1902,"2011-11-14 12:23:36",2
2,5,13.1,"2011-11-14 12:23:36",2
2,1,202379,"2011-11-14 12:23:36",2
3,6,14.3219,"2011-11-14 12:23:36",3
3,5,23.7,"2011-11-14 12:23:36",3
3,1,215258,"2011-11-14 12:23:36",3
3,0,0.922957,"2011-11-14 12:23:36",3
6,2,180106,"2011-11-14 12:23:36",3
6,3,0.7122,"2011-11-14 12:23:36",3
6,4,0.7187,"2011-11-14 12:23:36",3
4,4,0.7082,"2011-11-14 12:53:32",1
4,2,200561,"2011-11-14 12:53:32",1
4,3,0.6792,"2011-11-14 12:53:32",1
5,3,0.6622,"2011-11-14 12:53:32",2
5,4,0.6677,"2011-11-14 12:53:32",2
5,2,207530,"2011-11-14 12:53:32",2
2,0,2.72697,"2011-11-14 13:23:36",2
2,6,14.4179,"2011-11-14 13:23:36",2
2,5,19.4,"2011-11-14 13:23:36",2
2,1,216924,"2011-11-14 13:23:36",2
3,6,14.1408,"2011-11-14 13:23:36",3
3,5,24.85,"2011-11-14 13:23:36",3
3,1,218742,"2011-11-14 13:23:36",3
3,0,1.02442,"2011-11-14 13:23:36",3
6,2,205561,"2011-11-14 13:23:36",3
6,3,0.7117,"2011-11-14 13:23:36",3
6,4,0.7047,"2011-11-14 13:23:36",3
4,3,0.6927,"2011-11-14 13:53:32",1
4,4,0.7067,"2011-11-14 13:53:32",1
4,2,177379,"2011-11-14 13:53:32",1
5,3,0.6732,"2011-11-14 13:53:32",2
5,4,0.6802,"2011-11-14 13:53:32",2
5,2,199348,"2011-11-14 13:53:32",2
2,1,217530,"2011-11-14 14:23:36",2
2,0,1.67704,"2011-11-14 14:23:36",2
2,6,14.2505,"2011-11-14 14:23:36",2
2,5,26.91,"2011-11-14 14:23:36",2
3,6,14.0249,"2011-11-14 14:23:36",3
3,5,20.57,"2011-11-14 14:23:36",3
3,1,221318,"2011-11-14 14:23:36",3
3,0,0.938101,"2011-11-14 14:23:36",3
6,3,0.7107,"2011-11-14 14:23:36",3
6,2,203894,"2011-11-14 14:23:36",3
6,4,0.7277,"2011-11-14 14:23:36",3
4,3,0.6907,"2011-11-14 14:53:32",1
4,4,0.6997,"2011-11-14 14:53:32",1
4,2,215258,"2011-11-14 14:53:32",1
5,3,0.6672,"2011-11-14 14:53:32",2
5,4,0.6782,"2011-11-14 14:53:32",2
5,2,204803,"2011-11-14 14:53:32",2
2,5,30.92,"2011-11-14 15:23:36",2
2,1,215561,"2011-11-14 15:23:36",2
2,0,0.59007,"2011-11-14 15:23:36",2
2,6,14.4782,"2011-11-14 15:23:36",2
3,0,1.46865,"2011-11-14 15:23:36",3
3,6,14.0539,"2011-11-14 15:23:36",3
3,5,21.03,"2011-11-14 15:23:36",3
3,1,217682,"2011-11-14 15:23:36",3
6,3,0.7152,"2011-11-14 15:23:36",3
6,4,0.7127,"2011-11-14 15:23:36",3
6,2,212833,"2011-11-14 15:23:36",3
4,3,0.6972,"2011-11-14 15:53:32",1
4,2,208136,"2011-11-14 15:53:32",1
4,4,0.7082,"2011-11-14 15:53:32",1
5,3,0.6582,"2011-11-14 15:53:32",2
5,2,205409,"2011-11-14 15:53:32",2
5,4,0.6777,"2011-11-14 15:53:32",2
2,5,32.35,"2011-11-14 16:23:36",2
2,1,215106,"2011-11-14 16:23:36",2
2,0,0.526879,"2011-11-14 16:23:36",2
2,6,14.7863,"2011-11-14 16:23:36",2
3,0,0.335622,"2011-11-14 16:23:36",3
3,6,14.7494,"2011-11-14 16:23:36",3
3,5,29.34,"2011-11-14 16:23:36",3
3,1,216773,"2011-11-14 16:23:36",3
6,3,0.7142,"2011-11-14 16:23:36",3
6,4,0.7147,"2011-11-14 16:23:36",3
6,2,208288,"2011-11-14 16:23:36",3
4,2,175106,"2011-11-14 16:53:32",1
4,3,0.6902,"2011-11-14 16:53:32",1
4,4,0.7092,"2011-11-14 16:53:32",1
5,4,0.6697,"2011-11-14 16:53:32",2
5,2,191470,"2011-11-14 16:53:32",2
5,3,0.6592,"2011-11-14 16:53:32",2
2,5,31.78,"2011-11-14 17:23:36",2
2,1,215106,"2011-11-14 17:23:36",2
2,0,0.430387,"2011-11-14 17:23:36",2
2,6,14.1902,"2011-11-14 17:23:36",2
3,1,215258,"2011-11-14 17:23:36",3
3,0,0.404879,"2011-11-14 17:23:36",3
3,6,14.9015,"2011-11-14 17:23:36",3
3,5,29.49,"2011-11-14 17:23:36",3
6,3,0.7097,"2011-11-14 17:23:36",3
6,4,0.6712,"2011-11-14 17:23:36",3
6,2,204348,"2011-11-14 17:23:36",3
4,3,0.6847,"2011-11-14 17:53:32",1
4,4,0.6982,"2011-11-14 17:53:32",1
4,2,149197,"2011-11-14 17:53:32",1
5,2,191470,"2011-11-14 17:53:32",2
5,3,0.6802,"2011-11-14 17:53:32",2
5,4,0.6847,"2011-11-14 17:53:32",2
2,6,13.5874,"2011-11-14 18:23:36",2
2,5,28.33,"2011-11-14 18:23:36",2
2,1,214045,"2011-11-14 18:23:36",2
2,0,0.709313,"2011-11-14 18:23:36",2
3,5,26.68,"2011-11-14 18:23:36",3
3,1,212985,"2011-11-14 18:23:36",3
3,0,-0.242788,"2011-11-14 18:23:36",3
3,6,14.4016,"2011-11-14 18:23:36",3
6,3,0.7267,"2011-11-14 18:23:36",3
6,2,195409,"2011-11-14 18:23:36",3
6,4,0.7052,"2011-11-14 18:23:36",3
4,3,0.6947,"2011-11-14 18:53:32",1
4,4,0.7122,"2011-11-14 18:53:32",1
4,2,114197,"2011-11-14 18:53:32",1
5,2,162379,"2011-11-14 18:53:32",2
